,Symbol,Name,Industry,IndustryCode
1185,DWACU,Digital World Acquisition Units,기타 금융업,556010
1186,ITOS,Iteos Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1187,NKTR,Nektar Therapeutics,제약,562010
1188,AVPT,AvePoint Inc Class A,소프트웨어 및 IT서비스,572010
1189,DENN,Denny's Corp,호텔 및 엔터테인먼트,533010
1190,MOR,MorphoSys AG ADR,생명과학 및 메디컬 리서치,562020
1191,CENX,Century Aluminum Co,메탈&마이닝,512010
1192,CMPR,Cimpress PLC,전문 및 상업 서비스,522030
1193,FMBH,First Mid Bancshares Inc,은행,551010
1194,TRST,TrustCo Bank Corp N Y,은행,551010
1195,SNPO,Snap One Holdings Corp,전자 장비 및 부품,571040
1196,SCOA,Scion Tech Growth I Class A,기타 금융업,556010
1197,MXCT,MaxCyte Inc,헬스케어 장비 및 용품,561010
1198,LMACA,Liberty Media Acquisition Corp Series A,기타 금융업,556010
1199,CATC,Cambridge Bancorp,은행,551010
1200,LGAC,Lazard Growth Acquisition Corp I,기타 금융업,556010
1201,IESC,IES Holdings Inc,건설 및 엔지니어링,522010
1202,KARO,Karooooo Ltd,소프트웨어 및 IT서비스,572010
1203,SLAM,Slam Corp Class A,기타 금융업,556010
1204,MSDA,MSD Acquisition Corp Class A,기타 금융업,556010
1205,PHAR,Pharming Group NV ADR,제약,562010
1206,HONE,HarborOne Bancorp Inc,은행,551010
1207,BNGO,Bionano Genomics Inc,헬스케어 장비 및 용품,561010
1208,HBNC,Horizon Bancorp Inc,은행,551010
1209,HCKT,Hackett Group Inc,전문 및 상업 서비스,522030
1210,ATEX,Anterix Inc,통신 서비스,574010
1211,CGBD,Carlyle Secured Lending Inc,은행,551010
1212,CERS,Cerus Corp,헬스케어 장비 및 용품,561010
1213,HCCI,Heritage-Crystal Clean Inc,전문 및 상업 서비스,522030
1214,JANX,Janux Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1215,VMEO,Vimeo Inc,소프트웨어 및 IT서비스,572010
1216,EBIX,Ebix Inc,소프트웨어 및 IT서비스,572010
1217,BRY,Berry Corporation (Bry),오일 및 가스,501020
1218,QRTEA,Qurate Retail Inc Series A,다양한 소매업,534020
1219,SP,SP Plus Corp,운송 인프라,524070
1220,CDNA,CareDx Inc,생명과학 및 메디컬 리서치,562020
1221,KRUS,Kura Sushi USA Inc,호텔 및 엔터테인먼트,533010
1222,CRNC,Cerence Inc,소프트웨어 및 IT서비스,572010
1223,CCD,Calamos Dynamic Convertible And Income Closed Fund,다양한 금융서비스,555010
1224,HAYN,Haynes International Inc,메탈&마이닝,512010
1225,ASTL,Algoma Steel Group Inc,메탈&마이닝,512010
1226,HLVX,Hillevax Inc,생명과학 및 메디컬 리서치,562020
1227,AGEN,Agenus Inc,생명과학 및 메디컬 리서치,562020
1228,MRSN,Mersana Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1229,SCVL,Shoe Carnival Inc,전문품 상점,534030
1230,BLNK,Blink Charging Co,"건설장비 및 대형차, 기차, 배",521020
1231,PRVB,Provention Bio Inc,생명과학 및 메디컬 리서치,562020
1232,INVZ,Innoviz Technologies Ltd,반도체 및 반도체 장비,571010
1233,GSEV,Gores Holdings VII Inc Class A,기타 금융업,556010
1234,TWOU,2U Inc,소프트웨어 및 IT서비스,572010
1235,BIGC,Bigcommerce Holdings Inc Series 1,소프트웨어 및 IT서비스,572010
1236,BBSI,Barrett Business Services Inc,전문 및 상업 서비스,522030
1237,SNBR,Sleep Number Corp,가정용품,532040
1238,IPSC,Century Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1239,NNDM,Nano Dimension Ltd ADR,전자 장비 및 부품,571040
1240,ALEC,Alector Inc,생명과학 및 메디컬 리서치,562020
1241,FORR,Forrester Research Inc,미디어 및 출판,533020
1242,VTNR,Vertex Energy Inc,오일 및 가스,501020
1243,SIGA,SIGA Technologies Inc,제약,562010
1244,THRY,Thryv Holdings Inc,미디어 및 출판,533020
1245,KVSC,Khosla Ventures Acquisition III Co Class A,기타 금융업,556010
1246,ACCD,Accolade Inc,헬스케어 업체 및 서비스,561020
1247,CFB,CrossFirst Bankshares Inc,은행,551010
1248,CLOV,Clover Health Investments Corp Class A,헬스케어 장비 및 용품,561010
1249,RPTX,Repare Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1250,NVTS,Navitas Semiconductor Corp,반도체 및 반도체 장비,571010
1251,IIIV,I3 Verticals Inc Class A,전문 및 상업 서비스,522030
1252,EWTX,Edgewise Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1253,NNOX,Nano-X Imaging Ltd,헬스케어 장비 및 용품,561010
1254,ICPT,Intercept Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1255,RAPT,Rapt Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1256,VEON,VEON Ltd ADR,통신 서비스,574010
1257,BLTE,Belite Bio Inc ADR,생명과학 및 메디컬 리서치,562020
1258,SGMO,Sangamo Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1259,CEVA,CEVA Inc,반도체 및 반도체 장비,571010
1260,VSEC,VSE Corp,우주항공 및 국방,521010
1261,PTSI,PAM Transportation Services Inc,화물 및 물류 서비스,524050
1262,PGY,Pagaya Technologies Ltd Class A,핀테크,573010
1263,RUSHB,Rush Enterprises Inc Class B,전문품 상점,534030
1264,RPAY,Repay Holdings Corp Class A,전문 및 상업 서비스,522030
1265,KRNY,Kearny Financial Corp,은행,551010
1266,SVFA,SVF Investment Corp Class A,기타 금융업,556010
1267,YORW,York Water Co,수도 유틸리티,591030
1268,NRIX,Nurix Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1269,COLL,Collegium Pharmaceutical Inc,제약,562010
1270,AEHR,Aehr Test Systems,반도체 및 반도체 장비,571010
1271,TSVT,2Seventy Bio Inc,생명과학 및 메디컬 리서치,562020
1272,SVA,Sinovac Biotech Ltd,제약,562010
1273,TIGR,UP Fintech Holding Ltd ADR Class A,투자은행 및 서비스,551020
1274,TILE,Interface Inc,가정용품,532040
1275,NESR,National Energy Services Reunited Corp,오일 및 가스 장비 및 서비스,501030
1276,CAC,Camden National Corp,은행,551010
1277,VTRU,Vitru Ltd,학교,631020
1278,CCB,Coastal Financial Corp (EVERETT),은행,551010
1279,LBC,Luther Burbank Corp,은행,551010
1280,RGP,Resources Connection Inc,전문 및 상업 서비스,522030
1281,LQDT,Liquidity Services Inc,소프트웨어 및 IT서비스,572010
1282,HBT,HBT Financial Inc,은행,551010
1283,CVGW,Calavo Growers Inc,식품 및 담배,541020
1284,GHIX,Gores Holdings IX Inc Class A,기타 금융업,556010
1285,CFIV,CF Acquisition IV Corp Class A,기타 금융업,556010
1286,CMLT,CM Life Sciences III Inc Class A,기타 금융업,556010
1287,KELYA,Kelly Services Inc Class A,전문 및 상업 서비스,522030
1288,TNGX,Tango Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1289,ANIP,ANI Pharmaceuticals Inc,제약,562010
1290,VALU,Value Line Inc,전문 및 상업 서비스,522030
1291,AUDC,AudioCodes Ltd,커뮤니케이션 및 네트워킹,571020
1292,FFIC,Flushing Financial Corp,은행,551010
1293,NEGG,Newegg Commerce Inc,소프트웨어 및 IT서비스,572010
1294,FCBC,First Community Bankshares Inc,은행,551010
1295,WIFI,Boingo Wireless Inc,통신 서비스,574010
1296,WKME,Walkme Ltd,소프트웨어 및 IT서비스,572010
1297,MSBI,Midland States Bancorp Inc,은행,551010
1298,RUTH,Ruth's Hospitality Group Inc,호텔 및 엔터테인먼트,533010
1299,LCA,Landcadia Holdings IV Inc Class A,기타 금융업,556010
1300,ADMA,ADMA Biologics Inc,제약,562010
1301,SHCR,Sharecare Inc Class A,소프트웨어 및 IT서비스,572010
1302,CRBU,Caribou Biosciences Inc,생명과학 및 메디컬 리서치,562020
1303,CSII,Cardiovascular Systems Inc,헬스케어 장비 및 용품,561010
1304,HLTH,Cue Health Inc,소프트웨어 및 IT서비스,572010
1305,VNDA,Vanda Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1306,TRMR,Tremor International Ltd ADR,미디어 및 출판,533020
1307,CHRS,Coherus BioSciences Inc,생명과학 및 메디컬 리서치,562020
1308,TRNS,Transcat Inc,전문 및 상업 서비스,522030
1309,TRDA,Entrada Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1310,TSP,TuSimple Holdings Inc Class A,통합 하드웨어 및 소프트웨어,571070
1311,CNSL,Consolidated Communications Holdings Inc,통신 서비스,574010
1312,FEAM,5E Advanced Materials Inc,메탈&마이닝,512010
1313,SVFAU,SVF Investment Units,기타 금융업,556010
1314,FARO,FARO Technologies Inc,전자 장비 및 부품,571040
1315,MCBS,Metrocity Bankshares Inc,은행,551010
1316,CCBG,Capital City Bank Group Inc,은행,551010
1317,RMGC,RMG Acquisition Corp III Class A,기타 금융업,556010
1318,EQBK,Equity Bancshares Inc Class A,은행,551010
1319,ESPR,Esperion Therapeutics Inc,제약,562010
1320,BFST,Business First Bancshares Inc,은행,551010
1321,ALLK,Allakos Inc,생명과학 및 메디컬 리서치,562020
1322,SYM,Symbotic Inc Class A,"건설장비 및 대형차, 기차, 배",521020
1323,AMRS,Amyris Inc,화학,511010
1324,SCWX,SecureWorks Corp Class A,소프트웨어 및 IT서비스,572010
1325,INAQ,Insu Acquisition Corp II Class A,기타 금융업,556010
1326,ARCE,Arco Platform Ltd Class A,비즈니스교육,631030
1327,CMBM,Cambium Networks Corp,커뮤니케이션 및 네트워킹,571020
1328,HIIIU,Hudson Executive Investment III Unit,기타 금융업,556010
1329,THFF,First Financial Corp,은행,551010
1330,GCBC,Greene County Bancorp Inc,은행,551010
1331,VINP,Vinci Partners Investments Ltd Class A,투자은행 및 서비스,551020
1332,INO,Inovio Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1333,CHUY,Chuy's Holdings Inc,호텔 및 엔터테인먼트,533010
1334,CASS,Cass Information Systems Inc,전문 및 상업 서비스,522030
1335,VITL,Vital Farms Inc,식품 및 담배,541020
1336,AROW,Arrow Financial Corp,은행,551010
1337,BLUE,bluebird bio Inc,생명과학 및 메디컬 리서치,562020
1338,MTLS,Materialise NV ADR,소프트웨어 및 IT서비스,572010
1339,BTWNU,Bridgetown Hldg Units,기타 금융업,556010
1340,FLWS,1-800-Flowers.Com Inc Class A,전문품 상점,534030
1341,REVH,Revolution Healthcare Acquisition Corp Class A,기타 금융업,556010
1342,SCOAU,ScION Tech Growth I Units,기타 금융업,556010
1343,LMACU,Liberty Media Acquisition Units,기타 금융업,556010
1344,LGACU,Lazard Growth Acquisition Units,기타 금융업,556010
1345,KE,Kimball Electronics Inc,반도체 및 반도체 장비,571010
1346,JOUT,Johnson Outdoors Inc Class A,레저 상품,532050
1347,SLAMU,Slam Units,기타 금융업,556010
1348,MSDAU,MSD Acquisition Units,기타 금융업,556010
1349,GTPB,Gores Technology Partners II Inc Class A,기타 금융업,556010
1350,HIFS,Hingham Institution For Savings,은행,551010
1351,HSII,Heidrick & Struggles International Inc,전문 및 상업 서비스,522030
1352,SPRY,ARS Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
1353,SNDL,SNDL Inc,제약,562010
1354,MBWM,Mercantile Bank Corp,은행,551010
1355,AMSWA,American Software Inc Class A,소프트웨어 및 IT서비스,572010
1356,ZING,Ftac Zeus Acquisition Corp Class A,기타 금융업,556010
1357,SOHU,Sohu.com Ltd ADR,소프트웨어 및 IT서비스,572010
1358,IMGO,Imago BioSciences Inc,생명과학 및 메디컬 리서치,562020
1359,CSWC,Capital Southwest Corp,투자은행 및 서비스,551020
1360,INDT,Indus Realty Trust Inc,주택 및 상업용 리츠,601020
1361,PAHC,Phibro Animal Health Corp Class A,제약,562010
1362,BOWX,BowX Acquisition Corp Class A,기타 금융업,556010
1363,COCO,Vita Coco Company Inc,음료,541010
1364,CARA,Cara Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1365,MVIS,MicroVision Inc,전자 장비 및 부품,571040
1366,FRPH,FRP Holdings Inc,기타 금융업,556010
1367,THCH,Th International Ltd,식품 및 담배,541020
1368,CGEM,Cullinan Oncology Inc,생명과학 및 메디컬 리서치,562020
1369,ANGO,AngioDynamics Inc,헬스케어 장비 및 용품,561010
1370,VAQC,Vector Acquisition II Corp Class A,기타 금융업,556010
1371,LIND,Lindblad Expeditions Holdings Inc,호텔 및 엔터테인먼트,533010
1372,BMRC,Bank of Marin Bancorp,은행,551010
1373,OSPN,OneSpan Inc,통합 하드웨어 및 소프트웨어,571070
1374,NTGR,NETGEAR Inc,커뮤니케이션 및 네트워킹,571020
1375,VERU,Veru Inc,"개인, 가정 용품 및 서비스",542010
1376,CHSCO,CHS Cumulative Redeemable Pref Shs Class B,식품 및 담배,541020
1377,AMOT,Allied Motion Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
1378,CENT,Central Garden & Pet Co,식품 및 담배,541020
1379,REVHU,Revolution Healthcare Acquisition Units,기타 금융업,556010
1380,CSTL,Castle Biosciences Inc,헬스케어 장비 및 용품,561010
1381,AXGN,AxoGen Inc,헬스케어 장비 및 용품,561010
1382,FCUV,Focus Universal Inc,소프트웨어 및 IT서비스,572010
1383,BWB,Bridgewater Bancshares Inc,은행,551010
1384,MOFG,Midwestone Financial Group Inc (IOWA),은행,551010
1385,OPRA,Opera Ltd ADR,소프트웨어 및 IT서비스,572010
1386,NUTX,Nutex Health Inc,헬스케어 장비 및 용품,561010
1387,GSEVU,Gores Holdings VII Units,기타 금융업,556010
1388,DYN,Dyne Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1389,GHRS,GH Research PLC,생명과학 및 메디컬 리서치,562020
1390,DHIL,Diamond Hill Investment Group Inc Class A,투자은행 및 서비스,551020
1391,LILM,Lilium NV Class A,우주항공 및 국방,521010
1392,SLGC,Somalogic Inc Class A,생명과학 및 메디컬 리서치,562020
1393,ACQR,Independence Holdings Corp Class A,기타 금융업,556010
1394,CCNE,CNB Financial Corp,은행,551010
1395,CHSCL,CHS Cumulative Redeemable Pref Shs Series 4 Class B,식품 및 담배,541020
1396,ONEW,OneWater Marine Inc Class A,레저 상품,532050
1397,ACMR,ACM Research Inc Class A,반도체 및 반도체 장비,571010
1398,SPFI,South Plains Financial Inc,은행,551010
1399,SWBI,Smith & Wesson Brands Inc,레저 상품,532050
1400,VECT,VectivBio Holding AG,제약,562010
1401,MPB,Mid Penn Bancorp Inc,은행,551010
1402,DGNU,Dragoneer Growth Opportunities III Corp Class A,기타 금융업,556010
1403,BASE,Couchbase Inc,소프트웨어 및 IT서비스,572010
1404,ANZU,Anzu Special Acquisition Corp I Class A,기타 금융업,556010
1405,DCRC,Decarbonization Plus Acquisition Corporation III Class A,기타 금융업,556010
1406,AMRN,Amarin Corporation PLC ADR,생명과학 및 메디컬 리서치,562020
1407,TBCP,Thunder Bridge Capital Partners III Inc Class A,기타 금융업,556010
1408,CMLTU,CM Life Sciences III Units,기타 금융업,556010
1409,CVLG,Covenant Logistics Group Inc Class A,화물 및 물류 서비스,524050
1410,EZPW,EZCORP Inc Class A,은행,551010
1411,PACWP,PacWest Bancorp DRC Series A,은행,551010
1412,ALT,Altimmune Inc,생명과학 및 메디컬 리서치,562020
1413,MITK,Mitek Systems Inc,소프트웨어 및 IT서비스,572010
1414,OHPA,Orion Acquisition Corp Class A,기타 금융업,556010
1415,FINM,Marlin Technology Corp Class A,기타 금융업,556010
1416,SNRH,Senior Connect Acquisition Corp I Class A,기타 금융업,556010
1417,FSBC,Five Star Bancorp,은행,551010
1418,NKTX,Nkarta Inc,생명과학 및 메디컬 리서치,562020
1419,JOFF,JOFF Fintech Acquisition Corp Class A,기타 금융업,556010
1420,CMPX,Compass Therapeutics Inc.,생명과학 및 메디컬 리서치,562020
1421,ARCT,Arcturus Therapeutics Holdings Inc,생명과학 및 메디컬 리서치,562020
1422,DXPE,DXP Enterprises Inc,"건설장비 및 대형차, 기차, 배",521020
1423,ZFOX,ZeroFox Holdings Inc,소프트웨어 및 IT서비스,572010
1424,ALXO,ALX Oncology Holdings Inc,생명과학 및 메디컬 리서치,562020
1425,AVEO,Aveo Pharmaceuticals Inc,제약,562010
1426,CTAQ,Carney Technology Acquisition Corp. II Class A,기타 금융업,556010
1427,GHIXU,Gores Holdings IX Units,기타 금융업,556010
1428,SEER,Seer Inc Class A,사무기기,571050
1429,CFIVU,CF Acquisition IV Units,기타 금융업,556010
1430,IBCP,Independent Bank Corp (Michigan),은행,551010
1431,EPHY,Epiphany Technology Acquisition Corp Class A,은행,551010
1432,MYPS,Playstudios Inc Class A,소프트웨어 및 IT서비스,572010
1433,MAAC,Montes Archimedes Acquisition Corp Class A,기타 금융업,556010
1434,WRLD,World Acceptance Corp,은행,551010
1435,HMST,HomeStreet Inc,은행,551010
1436,EVLV,Evolv Technologies Holdings Inc Class A,커뮤니케이션 및 네트워킹,571020
1437,TCVA,TCV Acquisition Corp Class A,기타 금융업,556010
1438,SMBK,SmartFinancial Inc,은행,551010
1439,PACX,Pioneer Merger Corp Class A,기타 금융업,556010
1440,FMNB,Farmers National Banc Corp,은행,551010
1441,COOL,Corner Growth Acquisition Corp Class A,기타 금융업,556010
1442,ZYXI,Zynex Inc,헬스케어 장비 및 용품,561010
1443,EGRX,Eagle Pharmaceuticals Inc,제약,562010
1444,QRTEP,Qurate Retail 8 0 Cumulative Redeemable Pref Shs,다양한 소매업,534020
1445,GEVO,Gevo Inc,재생에너지,502010
1446,HCAT,Health Catalyst Inc,헬스케어 장비 및 용품,561010
1447,DOMO,Domo Inc Class B,소프트웨어 및 IT서비스,572010
1448,AKYA,Akoya Biosciences Inc,헬스케어 장비 및 용품,561010
1449,CMAX,CareMax Inc Class A,헬스케어 업체 및 서비스,561020
1450,HOL,Holicity Inc,기타 금융업,556010
1451,RADA,Rada Electronic Industries Ltd,커뮤니케이션 및 네트워킹,571020
1452,CHSCM,CHS Reset Rate Cumulative Redeemable Pref Shs Series 3 Class B,식품 및 담배,541020
1453,FDUS,Fidus Investment Corp,다양한 금융서비스,555010
1454,LCAHU,Landcadia Holdings IV Units,기타 금융업,556010
1455,TPIC,TPI Composites Inc,재생에너지,502010
1456,FNKO,Funko Inc Class A,레저 상품,532050
1457,RWAY,Runway Growth Finance Corp,은행,551010
1458,KZR,Kezar Life Sciences Inc,생명과학 및 메디컬 리서치,562020
1459,SBNYP,SIGNATURE 40 DEPOSITARY SHS REPSTG PERP PFD Series A,은행,551010
1460,HDSN,Hudson Technologies Inc,"건설장비 및 대형차, 기차, 배",521020
1461,BAND,Bandwidth Inc Class A,통신 서비스,574010
1462,AKUS,Akouos Inc,생명과학 및 메디컬 리서치,562020
1463,AVTE,Aerovate Therapeutics Inc,생명과학 및 메디컬 리서치,562020
1464,INAQU,Insu Acquisition Corp II,기타 금융업,556010
1465,GRIN,Grindrod Shipping Holdings Ltd,화물 및 물류 서비스,524050
1466,WISH,ContextLogic Inc Class A,소프트웨어 및 IT서비스,572010
1467,CAN,Canaan Inc ADR,"컴퓨터, 전화 및 가전제품",571060
1468,SOND,Sonder Holdings Inc Class A,호텔 및 엔터테인먼트,533010
1469,LGST,Semper Paratus Acquisition Corp Class A,기타 금융업,556010
